Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NFEC,NF Energy Saving Corporation,16.57,$125.49M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nfec
NGL,NGL ENERGY PARTNERS LP,10.39,$1.29B,2011,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl
NGL^B,NGL ENERGY PARTNERS LP,22.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngl^b
NODK,"NI Holdings, Inc.",16,$357.76M,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
NMK^B,"Niagara Mohawk Holdings, Inc.",96,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^b
NMK^C,"Niagara Mohawk Holdings, Inc.",92.4265,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^c
EGOV,NIC Inc.,12.69,$844.76M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,107.73,$6.66B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",10.41,$82.3M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,50.95,$485.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NLSN,Nielsen N.V.,24.45,$8.68B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn
NITE,Nightstar Therapeutics plc,12.75,$426.92M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",4.43,$446.87M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NKE,"Nike, Inc.",74.65,$118.55B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke
NINE,"Nine Energy Service, Inc.",24.27,$732.21M,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine
NIO,NIO Inc.,6.36,$6.53B,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nio
NI,"NiSource, Inc",25.54,$9.5B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni
NIU,Niu Technologies,6.91,$513.67M,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/niu
NL,"NL Industries, Inc.",3.7,$180.29M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/nl
LASR,"nLIGHT, Inc.",17.17,$627.94M,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/lasr
NMIH,NMI Holdings Inc,18.14,$1.2B,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",6.91,$290.94M,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NOAH,Noah Holdings Ltd.,45.2,$2.59B,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah
HLTH,Nobilis Health Corp.,0.47,$36.78M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hlth
NE,Noble Corporation,3.05,$752.72M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne
NBL,Noble Energy Inc.,20.68,$9.92B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,33.44,$1.33B,2016,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx
NOK,Nokia Corporation,5.93,$33.16B,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok
NOMD,Nomad Foods Limited,17.25,$3B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/nomd
NMR,Nomura Holdings Inc ADR,4.01,$13.35B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nmr
NDLS,Noodles & Company,7.07,$310.53M,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
OSB,Norbord Inc.,26.35,$2.29B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb
NAO,Nordic American Offshore Ltd,0.48,$29.75M,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nao
NAT,Nordic American Tankers Limited,2.22,$315.17M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat
NDSN,Nordson Corporation,116.77,$6.76B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
JWN,"Nordstrom, Inc.",46.97,$7.86B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn
NSC,Norfolk Souther Corporation,150.53,$41B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc
NSYS,Nortech Systems Incorporated,4.1572,$11.11M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NOA,North American Construction Group Ltd.,9.15,$247.68M,2006,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa
NRT,North European Oil Royality Trust,6,$55.14M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nrt
NBN,Northeast Bancorp,17.75,$160.6M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NAK,"Northern Dynasty Minerals, Ltd.",0.6601,$206.88M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",2.71,$1.05B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nog
NTIC,Northern Technologies International Corporation,28.6329,$130.06M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,84.75,$18.76B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,25.22,$403.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",13.99,$693.1M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,35.36,$243.43M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NOC,Northrop Grumman Corporation,247.9,$43.04B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc
NRE,NorthStar Realty Europe Corp.,15.39,$766.69M,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nre
NWBI,"Northwest Bancshares, Inc.",17.34,$1.79B,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWN,Northwest Natural Holding Company,58.19,$1.68B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nwn
NWPX,Northwest Pipe Company,23.21,$225.95M,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NWE,NorthWestern Corporation,59.25,$2.98B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe
NCLH,Norwegian Cruise Line Holdings Ltd.,43.03,$9.47B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,32.24,$202.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",0.625,$17.28M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,22.61,$631.46M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NBY,"NovaBay Pharmaceuticals, Inc.",1.0699,$18.28M,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,4.09,$1.32B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ng
NOVN,"Novan, Inc.",1,$26.06M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,61.97,$2.16B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NVS,Novartis AG,85.89,$198.41B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs
NVAX,"Novavax, Inc.",2.14,$819.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,1.02,$19.31M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVO,Novo Nordisk A/S,47.34,$113.34B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo
NVCR,NovoCure Limited,33.62,$3.13B,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVMM,"Novume Solutions, Inc.",0.6747,$12.66M,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nvmm
NVUS,"Novus Therapeutics, Inc.",2,$18.84M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
DNOW,NOW Inc.,12.18,$1.32B,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow
NRCG,NRC Group Holdings Corp.,7.99,$294.85M,2017,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/nrcg
NRCG.WS,NRC Group Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nrcg.ws
NRG,"NRG Energy, Inc.",39.04,$11.32B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg
NTN,"NTN Buzztime, Inc.",1.96,$5.63M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn
NUS,"Nu Skin Enterprises, Inc.",61.48,$3.42B,1996,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus
NUAN,"Nuance Communications, Inc.",13.94,$4.01B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,16.54,$532.34M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NUE,Nucor Corporation,53.83,$16.9B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nue
NS,Nustar Energy L.P.,22.75,$2.44B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns
NS^A,Nustar Energy L.P.,21.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^a
NS^B,Nustar Energy L.P.,19.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^b
NS^C,Nustar Energy L.P.,22.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ns^c
NSS,"NuStar Logistics, L.P.",24.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nss
NTNX,"Nutanix, Inc.",43.47,$7.79B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NTR,Nutrien Ltd.,47.13,$28.87B,2018,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr
NTRI,NutriSystem Inc,43.98,$1.29B,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",50.05,$2.57B,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,15.86,$279.28M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,6.2,$83.7M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jmlp
NVG,Nuveen AMT-Free Municipal Credit Income Fund,14.22,$2.88B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nvg
NUV,Nuveen AMT-Free Municipal Value Fund,9.46,$1.96B,1987,n/a,n/a,https://www.nasdaq.com/symbol/nuv
NUW,Nuveen AMT-Free Municipal Value Fund,14.98,$230.68M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nuw
NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.56,$3.3B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea
NAZ,Nuveen Arizona Quality Municipal Income Fund,12.18,$141.11M,1992,n/a,n/a,https://www.nasdaq.com/symbol/naz
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,12.92,$614.74M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkx
NCB,Nuveen California Municipal Value Fund 2,15.62,$51.54M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ncb
NCA,"Nuveen California Municipal Value Fund, Inc.",9.28,$260.68M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nca
NAC,Nuveen California Quality Municipal Income Fund,12.85,$1.86B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nac
NTC,Nuveen Connecticut Quality Municipal Income Fund,11.46,$164.97M,1993,n/a,n/a,https://www.nasdaq.com/symbol/ntc
JCE,Nuveen Core Equity Alpha Fund,12.06,$193.3M,2007,n/a,n/a,https://www.nasdaq.com/symbol/jce
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,8.62,$238.63M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jco
JQC,Nuveen Credit Strategies Income Fund,7.63,$1.04B,2003,n/a,n/a,https://www.nasdaq.com/symbol/jqc
JDD,Nuveen Diversified Dividend and Income Fund,9.23,$182.26M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jdd
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,16.2,$585.03M,2014,n/a,n/a,https://www.nasdaq.com/symbol/diax
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.7648,$110.54M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jemd
JMF,Nuveen Energy MLP Total Return Fund,8.88,$362.19M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jmf
NEV,Nuveen Enhanced Municipal Value Fund,13.11,$327.1M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nev
JFR,Nuveen Floating Rate Income Fund,9.53,$542.43M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jfr
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.43,$382.49M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jro
NKG,Nuveen Georgia Quality Municipal Income Fund ,11.19,$116.9M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nkg
JGH,Nuveen Global High Income Fund,13.96,$324.32M,2014,n/a,n/a,https://www.nasdaq.com/symbol/jgh
JHY,Nuveen High Income 2020 Target Term Fund,9.89,$155.99M,2015,n/a,n/a,https://www.nasdaq.com/symbol/jhy
JHAA,Nuveen High Income 2023 Target Term Fund,10.1,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/jhaa
JHD,Nuveen High Income December 2019 Target Term Fund,9.88,$267.39M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhd
JHB,Nuveen High Income November 2021 Target Term Fund,9.19,$513.46M,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhb
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.47,$85.53M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxc
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.18,$51.73M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxn
NID,Nuveen Intermediate Duration Municipal Term Fund,12.49,$585.9M,2012,n/a,n/a,https://www.nasdaq.com/symbol/nid
NMY,Nuveen Maryland Quality Municipal Income Fund,11.92,$276.06M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nmy
NMT,Nuveen Massachusetts Municipal Income Fund,12.15,$113.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nmt
NUM,Nuveen Michigan Quality Municipal Income Fund,12.67,$257.72M,1991,n/a,n/a,https://www.nasdaq.com/symbol/num
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.46,$72.17M,2014,n/a,n/a,https://www.nasdaq.com/symbol/nms
NOM,Nuveen Missouri Quality Municipal Income Fund,11.6,$27.2M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nom
JLS,Nuveen Mortgage Opportunity Term Fund,22.73,$361.14M,2009,n/a,n/a,https://www.nasdaq.com/symbol/jls
JMM,Nuveen Multi-Market Income Fund,6.9115,$65.4M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmm
NHA,Nuveen Municipal 2021 Target Term Fund,9.5,$81.92M,2016,n/a,n/a,https://www.nasdaq.com/symbol/nha
NZF,Nuveen Municipal Credit Income Fund,13.82,$1.96B,2007,n/a,n/a,https://www.nasdaq.com/symbol/nzf
NMZ,Nuveen Municipal High Income Opportunity Fund,11.95,$765.74M,2003,n/a,n/a,https://www.nasdaq.com/symbol/nmz
NMI,"Nuveen Municipal Income Fund, Inc.",10.28,$89.81M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nmi
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,20.54,$753.03M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
NJV,Nuveen New Jersey Municipal Value Fund,12.53,$19.23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/njv
NXJ,Nuveen New Jersey Quality Municipal Income Fund,13,$541.19M,2001,n/a,n/a,https://www.nasdaq.com/symbol/nxj
NRK,Nuveen New York AMT-Free Quality Municipal,11.89,$1.04B,2002,n/a,n/a,https://www.nasdaq.com/symbol/nrk
NYV,Nuveen New York Municipal Value Fund 2,13.3599,$31.39M,2009,n/a,n/a,https://www.nasdaq.com/symbol/nyv
NNY,"Nuveen New York Municipal Value Fund, Inc.",9.75,$148.38M,1988,n/a,n/a,https://www.nasdaq.com/symbol/nny
NAN,Nuveen New York Quality Municipal Income Fund,12.46,$384.94M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nan
NNC,Nuveen North Carolina Quality Municipal Income Fd,11.99,$195.66M,1993,n/a,n/a,https://www.nasdaq.com/symbol/nnc
NUO,Nuveen Ohio Quality Municipal Income Fund,13.6,$250.39M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nuo
NPN,Nuveen Pennsylvania Municipal Value Fund,12.629,$15.43M,2009,n/a,n/a,https://www.nasdaq.com/symbol/npn
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,12.42,$465.48M,1991,n/a,n/a,https://www.nasdaq.com/symbol/nqp
JPC,Nuveen Preferred & Income Opportunities Fund,8.61,$889.69M,2003,n/a,n/a,https://www.nasdaq.com/symbol/jpc
JPS,Nuveen Preferred & Income Securities Fund,8.25,$1.68B,2002,n/a,n/a,https://www.nasdaq.com/symbol/jps
JPT,Nuveen Preferred and Income 2022 Term Fund,21.75,$148.59M,2017,n/a,n/a,https://www.nasdaq.com/symbol/jpt
JPI,Nuveen Preferred and Income Term Fund,20.72,$471.53M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jpi
NAD,Nuveen Quality Municipal Income Fund,12.82,$2.59B,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad
JRI,Nuveen Real Asset Income and Growth Fund,14.02,$387.41M,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri
JRS,Nuveen Real Estate Fund,8.42,$243.27M,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs
BXMX,Nuveen S&P 500 Buy-Write Income Fund,12.19,$1.26B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxmx
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,14.3,$236.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spxx
NIM,Nuveen Select Maturities Municipal Fund,9.7215,$120.99M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nim
NXP,Nuveen Select Tax Free Income Portfolio,14.33,$237.45M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,13.74,$243.39M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,14.67,$191.38M,1992,n/a,n/a,https://www.nasdaq.com/symbol/nxr
NSL,Nuveen Senior Income Fund,5.7,$220.14M,1999,n/a,n/a,https://www.nasdaq.com/symbol/nsl
JSD,Nuveen Short Duration Credit Opportunities Fund,14.87,$150.12M,2011,n/a,n/a,https://www.nasdaq.com/symbol/jsd
NBB,Nuveen Taxable Municipal Income Fund,19.85,$678.77M,2010,n/a,n/a,https://www.nasdaq.com/symbol/nbb
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,13.65,$197.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jtd
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,10.32,$142.94M,2004,n/a,n/a,https://www.nasdaq.com/symbol/jta
NTX,Nuveen Texas Quality Municipal Income Fund,12.57,$125.33M,1991,n/a,n/a,https://www.nasdaq.com/symbol/ntx
NPV,Nuveen Virginia Quality Municipal Income Fund,11.98,$214.45M,1993,n/a,n/a,https://www.nasdaq.com/symbol/npv
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,12.46,$163.19M,2013,n/a,n/a,https://www.nasdaq.com/symbol/niq
JMT,Nuven Mortgage Opportunity Term Fund 2,22.26,$108.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmt
NES,"Nuverra Environmental Solutions, Inc.",9.75,$119.27M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nes
NVEE,"NV5 Global, Inc.",62.12,$775.15M,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,86.27,$417.89M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVT,nVent Electric plc,22.35,$4.01B,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nvt
NVDA,NVIDIA Corporation,136.19,$83.08B,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NVR,"NVR, Inc.",2412.83,$8.72B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nvr
NXPI,NXP Semiconductors N.V.,75.45,$22.3B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",28.63,$1.91B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/nxtm
NXTD,NXT-ID Inc.,0.8399,$21.05M,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,0.098,n/a,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,1.68,$107.05M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,1.54,$40.1M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),19.13,$156.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
OAK,"Oaktree Capital Group, LLC",40.57,$6.38B,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/oak
OAK^A,"Oaktree Capital Group, LLC",23.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^a
OAK^B,"Oaktree Capital Group, LLC",23.2253,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oak^b
OCSL,Oaktree Specialty Lending Corporation,4.42,$623.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,23.7499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OSLE,Oaktree Specialty Lending Corporation,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/osle
OCSI,Oaktree Strategic Income Corporation,7.95,$234.26M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsi
OMP,Oasis Midstream Partners LP,18.1,$611.4M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/omp
OAS,Oasis Petroleum Inc.,6.04,$1.92B,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/oas
OASM,Oasmia Pharmaceutical AB,3.28,$219.24M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",1.9,$44.24M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,13.85,$600.29M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/obsv
